,0
0,FINISHED
1,FINISHED
2,FINISHED
3,FINISHED
4,FINISHED
5,FINISHED
6,FINISHED
7,FINISHED
8,FINISHED
9,FINISHED
10,FINISHED
11,FINISHED
12,FINISHED
13,FINISHED
14,FINISHED
15,FINISHED
16,FINISHED
17,FINISHED
18,FINISHED
19,FINISHED
20,FINISHED
21,FINISHED
22,FINISHED
23,FINISHED
24,FINISHED
25,FINISHED
26,FINISHED
27,FINISHED
28,FINISHED
29,FINISHED
30,FINISHED
31,FINISHED
32,FINISHED
33,FINISHED
34,FINISHED
35,FINISHED
36,FINISHED
37,FINISHED
38,FINISHED
39,FINISHED
40,FINISHED
41,FINISHED
42,FINISHED
43,FINISHED
44,FINISHED
45,FINISHED
46,FINISHED
47,FINISHED
48,FINISHED
49,FINISHED
50,FINISHED
51,FINISHED
52,FINISHED
53,FINISHED
54,FINISHED
55,FINISHED
56,FINISHED
57,FINISHED
58,FINISHED
59,FINISHED
60,FINISHED
61,FINISHED
62,FINISHED
63,FINISHED
64,FINISHED
65,FINISHED
66,FINISHED
67,FINISHED
68,FINISHED
69,FINISHED
70,FINISHED
71,FINISHED
72,FINISHED
73,FINISHED
74,FINISHED
75,FINISHED
76,FINISHED
77,FINISHED
78,FINISHED
79,FINISHED
80,FINISHED
81,FINISHED
82,FINISHED
83,FINISHED
84,FINISHED
85,FINISHED
86,FINISHED
87,FINISHED
88,FINISHED
89,FINISHED
90,FINISHED
91,FINISHED
92,FINISHED
93,FINISHED
94,FINISHED
95,FINISHED
96,FINISHED
97,FINISHED
98,FINISHED
99,FINISHED
100,FINISHED
101,FINISHED
102,FINISHED
103,FINISHED
104,FINISHED
105,FINISHED
106,FINISHED
107,FINISHED
108,FINISHED
109,FINISHED
110,FINISHED
111,FINISHED
112,FINISHED
113,FINISHED
114,FINISHED
115,FINISHED
116,FINISHED
117,FINISHED
118,FINISHED
119,FINISHED
120,FINISHED
121,FINISHED
122,FINISHED
123,FINISHED
124,FINISHED
125,FINISHED
126,FINISHED
127,FINISHED
128,FINISHED
129,FINISHED
130,FINISHED
131,FINISHED
132,FINISHED
133,FINISHED
134,FINISHED
135,FINISHED
136,FINISHED
137,FINISHED
138,FINISHED
139,FINISHED
140,FINISHED
141,FINISHED
142,FINISHED
143,FINISHED
144,FINISHED
145,FINISHED
146,FINISHED
147,FINISHED
148,FINISHED
149,FINISHED
150,FINISHED
151,FINISHED
152,FINISHED
153,FINISHED
154,FINISHED
155,FINISHED
156,FINISHED
157,FINISHED
158,FINISHED
159,FINISHED
160,FINISHED
161,FINISHED
162,FINISHED
163,FINISHED
164,FINISHED
165,FINISHED
166,FINISHED
167,FINISHED
168,FINISHED
169,FINISHED
170,FINISHED
171,FINISHED
172,FINISHED
173,FINISHED
174,FINISHED
175,FINISHED
176,FINISHED
177,FINISHED
178,FINISHED
179,FINISHED
180,FINISHED
181,FINISHED
182,FINISHED
183,FINISHED
184,FINISHED
185,FINISHED
186,FINISHED
187,FINISHED
188,FINISHED
189,FINISHED
190,FINISHED
191,FINISHED
192,FINISHED
193,FINISHED
194,FINISHED
195,FINISHED
196,FINISHED
197,FINISHED
198,FINISHED
199,FINISHED
200,FINISHED
201,FINISHED
202,FINISHED
203,FINISHED
204,FINISHED
205,FINISHED
206,FINISHED
207,FINISHED
208,FINISHED
209,FINISHED
210,FINISHED
211,FINISHED
212,FINISHED
213,FINISHED
214,FINISHED
215,FINISHED
216,FINISHED
217,FINISHED
218,FINISHED
219,FINISHED
220,FINISHED
221,FINISHED
222,FINISHED
223,FINISHED
224,FINISHED
225,FINISHED
226,FINISHED
227,FINISHED
228,FINISHED
229,FINISHED
230,FINISHED
231,FINISHED
232,FINISHED
233,FINISHED
234,FINISHED
235,FINISHED
236,FINISHED
237,FINISHED
238,FINISHED
239,FINISHED
240,FINISHED
241,FINISHED
242,FINISHED
243,FINISHED
244,FINISHED
245,FINISHED
246,FINISHED
247,FINISHED
248,FINISHED
249,FINISHED
250,FINISHED
251,FINISHED
252,FINISHED
253,FINISHED
254,FINISHED
255,FINISHED
256,FINISHED
257,FINISHED
258,FINISHED
259,FINISHED
260,FINISHED
261,FINISHED
262,FINISHED
263,FINISHED
264,FINISHED
265,FINISHED
266,FINISHED
267,FINISHED
268,FINISHED
269,FINISHED
270,FINISHED
271,FINISHED
272,FINISHED
273,FINISHED
274,FINISHED
275,FINISHED
276,FINISHED
277,FINISHED
278,FINISHED
279,FINISHED
280,FINISHED
281,FINISHED
282,FINISHED
283,FINISHED
284,FINISHED
285,FINISHED
286,FINISHED
287,FINISHED
288,FINISHED
289,FINISHED
290,FINISHED
291,FINISHED
292,FINISHED
293,FINISHED
294,FINISHED
295,FINISHED
296,FINISHED
297,FINISHED
298,FINISHED
299,FINISHED
300,FINISHED
301,FINISHED
302,FINISHED
303,FINISHED
304,FINISHED
305,FINISHED
306,FINISHED
307,FINISHED
308,FINISHED
309,FINISHED
310,FINISHED
311,FINISHED
312,FINISHED
313,FINISHED
314,FINISHED
315,FINISHED
316,FINISHED
317,FINISHED
318,FINISHED
319,FINISHED
320,FINISHED
321,FINISHED
322,FINISHED
323,FINISHED
324,FINISHED
325,FINISHED
326,FINISHED
327,FINISHED
328,FINISHED
329,FINISHED
330,FINISHED
331,FINISHED
332,FINISHED
333,FINISHED
334,FINISHED
335,FINISHED
336,FINISHED
337,FINISHED
338,FINISHED
339,FINISHED
340,FINISHED
341,FINISHED
342,FINISHED
343,FINISHED
344,FINISHED
345,FINISHED
346,FINISHED
347,FINISHED
348,FINISHED
349,FINISHED
350,FINISHED
351,FINISHED
352,FINISHED
353,FINISHED
354,FINISHED
355,FINISHED
356,FINISHED
357,FINISHED
358,FINISHED
359,FINISHED
360,FINISHED
361,FINISHED
362,FINISHED
363,FINISHED
364,FINISHED
365,FINISHED
366,FINISHED
367,FINISHED
368,FINISHED
369,FINISHED
370,FINISHED
371,FINISHED
372,FINISHED
373,FINISHED
374,FINISHED
375,FINISHED
376,FINISHED
377,FINISHED
378,FINISHED
379,FINISHED
380,FINISHED
381,FINISHED
382,FINISHED
383,FINISHED
384,FINISHED
385,FINISHED
386,FINISHED
387,FINISHED
388,FINISHED
389,FINISHED
390,FINISHED
391,FINISHED
392,FINISHED
393,FINISHED
394,FINISHED
395,FINISHED
396,FINISHED
397,FINISHED
398,FINISHED
399,FINISHED
400,FINISHED
401,FINISHED
402,FINISHED
403,FINISHED
404,FINISHED
405,FINISHED
406,FINISHED
407,FINISHED
408,FINISHED
409,FINISHED
410,FINISHED
411,FINISHED
412,FINISHED
413,FINISHED
414,FINISHED
415,FINISHED
416,FINISHED
417,FINISHED
418,FINISHED
419,FINISHED
420,FINISHED
421,FINISHED
422,FINISHED
423,FINISHED
424,FINISHED
425,FINISHED
426,FINISHED
427,FINISHED
428,FINISHED
429,FINISHED
430,FINISHED
431,FINISHED
432,FINISHED
433,FINISHED
434,FINISHED
435,FINISHED
436,FINISHED
437,FINISHED
438,FINISHED
439,FINISHED
440,FINISHED
441,FINISHED
442,FINISHED
443,FINISHED
444,FINISHED
445,FINISHED
446,FINISHED
447,FINISHED
448,FINISHED
449,FINISHED
450,FINISHED
451,FINISHED
452,FINISHED
453,FINISHED
454,FINISHED
455,FINISHED
456,FINISHED
457,FINISHED
458,FINISHED
459,FINISHED
460,FINISHED
461,FINISHED
462,FINISHED
463,FINISHED
464,FINISHED
465,FINISHED
466,FINISHED
467,FINISHED
468,FINISHED
469,FINISHED
470,FINISHED
471,FINISHED
472,FINISHED
473,FINISHED
474,FINISHED
475,FINISHED
476,FINISHED
477,FINISHED
478,FINISHED
479,FINISHED
480,FINISHED
481,FINISHED
482,FINISHED
483,FINISHED
484,FINISHED
485,FINISHED
486,FINISHED
487,FINISHED
488,FINISHED
489,FINISHED
490,FINISHED
491,FINISHED
492,FINISHED
493,FINISHED
494,FINISHED
495,FINISHED
496,FINISHED
497,FINISHED
498,FINISHED
499,FINISHED
500,FINISHED
501,FINISHED
502,FINISHED
503,FINISHED
504,FINISHED
505,FINISHED
506,FINISHED
507,FINISHED
508,FINISHED
509,FINISHED
510,FINISHED
511,FINISHED
512,FINISHED
513,FINISHED
514,FINISHED
515,FINISHED
516,FINISHED
517,FINISHED
518,FINISHED
519,FINISHED
520,FINISHED
521,FINISHED
522,FINISHED
523,FINISHED
524,FINISHED
525,FINISHED
526,FINISHED
527,FINISHED
528,FINISHED
529,FINISHED
530,FINISHED
531,FINISHED
532,FINISHED
533,FINISHED
534,FINISHED
535,FINISHED
536,FINISHED
537,FINISHED
538,FINISHED
539,FINISHED
540,FINISHED
541,FINISHED
542,FINISHED
543,FINISHED
544,FINISHED
545,FINISHED
546,FINISHED
547,FINISHED
548,FINISHED
549,FINISHED
550,FINISHED
551,FINISHED
552,FINISHED
553,FINISHED
554,FINISHED
555,FINISHED
556,FINISHED
557,FINISHED
558,FINISHED
559,FINISHED
560,FINISHED
561,FINISHED
562,FINISHED
563,FINISHED
564,FINISHED
565,FINISHED
566,FINISHED
567,FINISHED
568,FINISHED
569,FINISHED
570,FINISHED
571,FINISHED
572,FINISHED
573,FINISHED
574,FINISHED
575,FINISHED
576,FINISHED
577,FINISHED
578,FINISHED
579,FINISHED
580,FINISHED
581,FINISHED
582,FINISHED
583,FINISHED
584,FINISHED
585,FINISHED
586,FINISHED
587,FINISHED
588,FINISHED
589,FINISHED
590,FINISHED
591,FINISHED
592,FINISHED
593,FINISHED
594,FINISHED
595,FINISHED
596,FINISHED
597,FINISHED
598,FINISHED
599,FINISHED
600,FINISHED
601,FINISHED
602,FINISHED
603,FINISHED
604,FINISHED
605,FINISHED
606,FINISHED
607,FINISHED
608,FINISHED
609,FINISHED
610,FINISHED
611,FINISHED
612,FINISHED
613,FINISHED
614,FINISHED
615,FINISHED
616,FINISHED
617,FINISHED
618,FINISHED
619,FINISHED
620,FINISHED
621,FINISHED
622,FINISHED
623,FINISHED
624,FINISHED
625,FINISHED
626,FINISHED
627,FINISHED
628,FINISHED
629,FINISHED
630,FINISHED
631,FINISHED
632,FINISHED
633,FINISHED
634,FINISHED
635,FINISHED
636,FINISHED
637,FINISHED
638,FINISHED
639,FINISHED
640,FINISHED
641,FINISHED
642,FINISHED
643,FINISHED
644,FINISHED
645,FINISHED
646,FINISHED
647,FINISHED
648,FINISHED
649,FINISHED
650,FINISHED
651,FINISHED
652,FINISHED
653,FINISHED
654,FINISHED
655,FINISHED
656,FINISHED
657,FINISHED
658,FINISHED
659,FINISHED
660,FINISHED
661,FINISHED
662,FINISHED
663,FINISHED
664,FINISHED
665,FINISHED
666,FINISHED
667,FINISHED
668,FINISHED
669,FINISHED
670,FINISHED
671,FINISHED
672,FINISHED
673,FINISHED
674,FINISHED
675,FINISHED
676,FINISHED
677,FINISHED
678,FINISHED
679,FINISHED
680,FINISHED
681,FINISHED
682,FINISHED
683,FINISHED
684,FINISHED
685,FINISHED
686,FINISHED
687,FINISHED
688,FINISHED
689,FINISHED
690,FINISHED
691,FINISHED
692,FINISHED
693,FINISHED
694,FINISHED
695,FINISHED
696,FINISHED
697,FINISHED
698,FINISHED
699,FINISHED
700,FINISHED
701,FINISHED
702,FINISHED
703,FINISHED
704,FINISHED
705,FINISHED
706,FINISHED
707,FINISHED
708,FINISHED
709,FINISHED
710,FINISHED
711,FINISHED
712,FINISHED
713,FINISHED
714,FINISHED
715,FINISHED
716,FINISHED
717,FINISHED
718,FINISHED
719,FINISHED
720,FINISHED
721,FINISHED
722,FINISHED
723,FINISHED
724,FINISHED
725,FINISHED
726,FINISHED
727,FINISHED
728,FINISHED
729,FINISHED
730,FINISHED
731,FINISHED
732,FINISHED
733,FINISHED
734,FINISHED
735,FINISHED
736,FINISHED
737,FINISHED
738,FINISHED
739,FINISHED
740,FINISHED
741,FINISHED
742,FINISHED
743,FINISHED
744,FINISHED
745,FINISHED
746,FINISHED
747,FINISHED
748,FINISHED
749,FINISHED
750,FINISHED
751,FINISHED
752,FINISHED
753,FINISHED
754,FINISHED
755,FINISHED
756,FINISHED
757,FINISHED
758,FINISHED
759,FINISHED
760,FINISHED
761,FINISHED
762,FINISHED
763,FINISHED
764,FINISHED
765,FINISHED
766,FINISHED
767,FINISHED
768,FINISHED
769,FINISHED
770,FINISHED
771,FINISHED
772,FINISHED
773,FINISHED
774,FINISHED
775,FINISHED
776,FINISHED
777,FINISHED
778,FINISHED
779,FINISHED
780,FINISHED
781,FINISHED
782,FINISHED
783,FINISHED
784,FINISHED
785,FINISHED
786,FINISHED
787,FINISHED
788,FINISHED
789,FINISHED
790,FINISHED
791,FINISHED
792,FINISHED
793,FINISHED
794,FINISHED
795,FINISHED
796,FINISHED
797,FINISHED
798,FINISHED
799,FINISHED
800,FINISHED
801,FINISHED
802,FINISHED
803,FINISHED
804,FINISHED
805,FINISHED
806,FINISHED
807,FINISHED
808,FINISHED
809,FINISHED
810,FINISHED
811,FINISHED
812,FINISHED
813,FINISHED
814,FINISHED
815,FINISHED
816,FINISHED
817,FINISHED
818,FINISHED
819,FINISHED
820,FINISHED
821,FINISHED
822,FINISHED
823,FINISHED
824,FINISHED
825,FINISHED
826,FINISHED
827,FINISHED
828,FINISHED
829,FINISHED
830,FINISHED
831,FINISHED
832,FINISHED
833,FINISHED
834,FINISHED
835,FINISHED
836,FINISHED
837,FINISHED
838,FINISHED
839,FINISHED
840,FINISHED
841,FINISHED
842,FINISHED
843,FINISHED
844,FINISHED
845,FINISHED
846,FINISHED
847,FINISHED
848,FINISHED
849,FINISHED
850,FINISHED
851,FINISHED
852,FINISHED
853,FINISHED
854,FINISHED
855,FINISHED
856,FINISHED
857,FINISHED
858,FINISHED
859,FINISHED
860,FINISHED
861,FINISHED
862,FINISHED
863,FINISHED
864,FINISHED
865,FINISHED
866,FINISHED
867,FINISHED
868,FINISHED
869,FINISHED
870,FINISHED
871,FINISHED
872,FINISHED
873,FINISHED
874,FINISHED
875,FINISHED
876,FINISHED
877,FINISHED
878,FINISHED
879,FINISHED
880,FINISHED
881,FINISHED
882,FINISHED
883,FINISHED
884,FINISHED
885,FINISHED
886,FINISHED
887,FINISHED
888,FINISHED
889,FINISHED
890,FINISHED
891,FINISHED
892,FINISHED
893,FINISHED
894,FINISHED
895,FINISHED
896,FINISHED
897,FINISHED
898,FINISHED
899,FINISHED
900,FINISHED
901,FINISHED
902,FINISHED
903,FINISHED
904,FINISHED
905,FINISHED
906,FINISHED
907,FINISHED
908,FINISHED
909,FINISHED
910,FINISHED
911,FINISHED
912,FINISHED
913,FINISHED
914,FINISHED
915,FINISHED
916,FINISHED
917,FINISHED
918,FINISHED
919,FINISHED
920,FINISHED
921,FINISHED
922,FINISHED
923,FINISHED
924,FINISHED
925,FINISHED
926,FINISHED
927,FINISHED
928,FINISHED
929,FINISHED
930,FINISHED
931,FINISHED
932,FINISHED
933,FINISHED
934,FINISHED
935,FINISHED
936,FINISHED
937,FINISHED
938,FINISHED
939,FINISHED
940,FINISHED
941,FINISHED
942,FINISHED
943,FINISHED
944,FINISHED
945,FINISHED
946,FINISHED
947,FINISHED
948,FINISHED
949,FINISHED
950,FINISHED
951,FINISHED
952,FINISHED
953,FINISHED
954,FINISHED
955,FINISHED
956,FINISHED
957,FINISHED
958,FINISHED
959,FINISHED
960,FINISHED
961,FINISHED
962,FINISHED
963,FINISHED
964,FINISHED
965,FINISHED
966,FINISHED
967,FINISHED
968,FINISHED
969,FINISHED
970,FINISHED
971,FINISHED
972,FINISHED
973,FINISHED
974,FINISHED
975,FINISHED
976,FINISHED
977,FINISHED
978,FINISHED
979,FINISHED
980,FINISHED
981,FINISHED
982,FINISHED
983,FINISHED
984,FINISHED
985,FINISHED
986,FINISHED
987,FINISHED
988,FINISHED
989,FINISHED
990,FINISHED
991,FINISHED
992,FINISHED
993,FINISHED
994,FINISHED
995,FINISHED
996,FINISHED
997,FINISHED
998,FINISHED
999,FINISHED
